BlockID,StartTimestamp,EndTimestampInclusive,PopulatedRows,CalendarSpanRows,BlankWithinSpan,AffectedDays,IndexFirst,IndexLast,IndexValuesSequentialWithinBlock,BlockProductionSameTimestampPearsonR,BlockConsumptionSameTimestampPearsonR,AllPopulatedRowsProductionPearsonR,AllPopulatedRowsConsumptionPearsonR,AllBlankRowsProductionPearsonR,AllBlankRowsConsumptionPearsonR,Interpretation
1,2020-01-02 00:00:00,2020-01-08 23:59:00,10062,10080,18,7,1438.0,11499.0,True,,0.03476357245037102,0.6607773133431817,0.11308680179501068,0.9988077728986272,0.9994105539454559,finite Unnamed: 6 index-like sequence; blank holes inside the calendar span do not split the block
2,2020-01-25 00:00:00,2020-01-31 23:59:00,9909,10080,171,7,34511.0,44419.0,True,0.4084479519161006,0.17175787957842933,0.6607773133431817,0.11308680179501068,0.9988077728986272,0.9994105539454559,finite Unnamed: 6 index-like sequence; blank holes inside the calendar span do not split the block
3,2020-02-02 00:00:00,2020-02-08 23:59:00,10060,10080,20,7,45859.0,55918.0,True,0.3268599573138369,0.05784834123129763,0.6607773133431817,0.11308680179501068,0.9988077728986272,0.9994105539454559,finite Unnamed: 6 index-like sequence; blank holes inside the calendar span do not split the block
4,2020-02-13 00:00:00,2020-02-28 23:59:00,22995,23040,45,16,61675.0,84669.0,True,0.7201388316807642,0.15355733383806786,0.6607773133431817,0.11308680179501068,0.9988077728986272,0.9994105539454559,finite Unnamed: 6 index-like sequence; blank holes inside the calendar span do not split the block
5,2020-03-02 00:00:00,2020-03-08 23:59:00,10072,10080,8,7,86109.0,96180.0,True,0.30330659419970146,-0.0514456862454752,0.6607773133431817,0.11308680179501068,0.9988077728986272,0.9994105539454559,finite Unnamed: 6 index-like sequence; blank holes inside the calendar span do not split the block
6,2020-03-13 00:00:00,2020-03-31 23:59:00,27217,27360,143,19,101936.0,129152.0,True,0.7810659638633307,0.16715603386499203,0.6607773133431817,0.11308680179501068,0.9988077728986272,0.9994105539454559,finite Unnamed: 6 index-like sequence; blank holes inside the calendar span do not split the block
7,2020-04-02 00:00:00,2020-04-08 23:59:00,10070,10080,10,7,130592.0,140661.0,True,0.597420274784596,0.01800859078065241,0.6607773133431817,0.11308680179501068,0.9988077728986272,0.9994105539454559,finite Unnamed: 6 index-like sequence; blank holes inside the calendar span do not split the block
8,2020-04-13 00:00:00,2020-04-30 23:59:00,25897,25920,23,18,146418.0,172314.0,True,0.7651002767994755,0.19546088569340117,0.6607773133431817,0.11308680179501068,0.9988077728986272,0.9994105539454559,finite Unnamed: 6 index-like sequence; blank holes inside the calendar span do not split the block
9,2020-05-02 00:00:00,2020-05-08 23:59:00,10070,10080,10,7,173752.0,183821.0,True,0.47796388679510965,0.04161011319595249,0.6607773133431817,0.11308680179501068,0.9988077728986272,0.9994105539454559,finite Unnamed: 6 index-like sequence; blank holes inside the calendar span do not split the block
10,2020-05-13 00:00:00,2020-05-31 23:59:00,27330,27360,30,19,189492.0,216821.0,True,0.8260392159635177,0.13187402987001,0.6607773133431817,0.11308680179501068,0.9988077728986272,0.9994105539454559,finite Unnamed: 6 index-like sequence; blank holes inside the calendar span do not split the block
