Date,Signal,SameTimestampMatchedFinitePoints,SameTimestampPearsonR,SameTimestampRMSE_W,SameTimestampMAE_W,SameTimestampP99AbsoluteError_W,SameTimestampRoundingAgreementFraction,SameTimestampEquivalentOnMeasuredSlope,SameTimestampEquivalentOnMeasuredIntercept_W,SameTimestampPassR0p99,Unnamed6PresentRows,Unnamed6AbsentRows,Unnamed6PresentFraction,LagSearchMinimumMinutes,LagSearchMaximumMinutes,LagMinimumFinitePoints,BestLagDiagnosticStatus,BestWhTimestampOffsetMinutes,BestLagAtSearchBoundary,BestLagMatchedFinitePoints,BestLagPearsonR,BestLagRMSE_W,BestLagMAE_W,BestLagP99AbsoluteError_W,BestLagEquivalentOnMeasuredSlope,BestLagEquivalentOnMeasuredIntercept_W,BestLagPassR0p99,AlignmentCategory,AlignmentRule,AlignmentAffectedByUnnamed6,AlignmentSelectedMapping,MappedComparisonScope,MappedComparisonScopeDescription,AlignmentPassMinimumFinitePoints,AlignmentSelectedMatchedFinitePoints,AlignmentSelectedPearsonR,AlignmentSelectedRMSE_W,AlignmentSelectedMAE_W,AlignmentSelectedP99AbsoluteError_W,AlignmentSelectedPassR0p99,CandidateSameDate0MatchedFinitePoints,CandidateSameDate0PearsonR,CandidateSameDate0PassR0p99,CandidateSameDatePlus60CoreMatchedFinitePoints,CandidateSameDatePlus60CorePearsonR,CandidateSameDatePlus60CorePassR0p99,CandidateSameDatePlus60Continuous24hMatchedFinitePoints,CandidateSameDatePlus60Continuous24hPearsonR,CandidateSameDatePlus60Continuous24hPassR0p99,CandidateTransposePlus60CoreMatchedFinitePoints,CandidateTransposePlus60CorePearsonR,CandidateTransposePlus60CorePassR0p99,CandidateTransposePlus60Continuous24hMatchedFinitePoints,CandidateTransposePlus60Continuous24hPearsonR,CandidateTransposePlus60Continuous24hPassR0p99
2020-01-01,Production,1377,0.9999992441003729,0.10097563285948039,0.05098039215686285,0.20000000000001705,1.0,1.0000395729793727,-0.01258652138318439,True,0,1380,0.0,-1440,1440,60,ok,0,False,1377,0.9999992441003729,0.10097563285948039,0.05098039215686285,0.20000000000001705,1.0000395729793727,-0.01258652138318439,True,unaffected_same0,frozen_rule_based_v2,False,same_date_0,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1375,0.9999992438154173,0.10104904299848226,0.05105454545454556,0.20000000000001705,True,1375,0.9999992438154173,True,1311,0.7731158108639153,False,1366,0.7755452877379378,False,1311,0.7731158108639153,False,1366,0.7755452877379378,False
2020-01-01,Consumption,1377,0.9999166526955514,7.34445977078088,0.3982570806100215,0.20000000000027285,0.9985475671750181,0.9998734208345227,0.31303685571811,True,0,1380,0.0,-1440,1440,60,ok,0,False,1377,0.9999166526955514,7.34445977078088,0.3982570806100215,0.20000000000027285,0.9998734208345227,0.31303685571811,True,unaffected_same0,frozen_rule_based_v2,False,same_date_0,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1375,0.9999999596916066,0.1615380619375668,0.13047272727272693,0.20000000000027285,True,1375,0.9999999596916066,True,1311,0.35491521474420445,False,1366,0.3588958393085526,False,1311,0.35491521474420445,False,1366,0.3588958393085526,False
2020-01-02,Production,1437,,374.47756878060534,169.15073068893525,1263.3360000000002,0.6882393876130828,,,False,1437,3,0.9979166666666667,-1440,1440,60,no_eligible_finite_variance_candidate,,,,,,,,,,,unresolved,frozen_rule_based_v2,True,none,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,0,,,,,False,1435,,False,1375,,False,1433,,False,1371,,False,1431,,False
2020-01-02,Consumption,1437,0.08494983071541387,3090.1187122656347,2343.7700765483646,8459.56000000001,0.0,0.037068664611406225,810.5154594492062,False,1437,3,0.9979166666666667,-1440,1440,60,ok,1268,False,1437,0.2129718756749143,3133.9234142717223,2346.5729297146836,8076.960000000028,0.06836161738490588,405.90546699766173,False,unresolved,frozen_rule_based_v2,True,none,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,0,,,,,False,1435,0.08483909269167463,False,1375,-0.022531523665896332,False,1433,-0.017083627981298755,False,1371,-0.007485638957885956,False,1431,-0.03731067136695044,False
2020-01-03,Production,1439,,134.3583900767521,48.931063238359975,645.2879999999997,0.6448922863099374,,,False,1439,1,0.9993055555555556,-1440,1440,60,no_eligible_finite_variance_candidate,,,,,,,,,,,unresolved,frozen_rule_based_v2,True,none,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,0,,,,,False,1438,,False,1378,,False,1434,,False,1375,,False,1435,,False
2020-01-03,Consumption,1439,0.09270493964468972,2719.436811018854,2049.002571230021,7049.052,0.0,0.03590626342760105,462.29277470611737,False,1439,1,0.9993055555555556,-1440,1440,60,ok,-663,False,1439,0.25253885103909396,2485.476701415657,1914.9529534398887,4896.271999999957,0.12399065607450596,560.2892029489785,False,unresolved,frozen_rule_based_v2,True,none,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,0,,,,,False,1438,0.09289913128518733,False,1378,-0.004932858367452769,False,1434,-0.005168430497322684,False,1375,0.20591772773585926,False,1435,0.20200822532363252,False
2020-01-04,Production,1438,,295.67847261088804,144.10848400556327,1263.215999999995,0.5535465924895688,,,False,1438,2,0.9986111111111111,-1440,1440,60,no_eligible_finite_variance_candidate,,,,,,,,,,,unresolved,frozen_rule_based_v2,True,none,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,0,,,,,False,1436,,False,1376,,False,1432,,False,1372,,False,1432,,False
2020-01-04,Consumption,1438,0.033848968073943164,2567.650370152627,1973.6561196105702,7349.147999999996,0.0,0.03197999059552738,1014.8685553672414,False,1438,2,0.9986111111111111,-1440,1440,60,ok,588,False,1438,0.20980306695013068,2361.8551428837923,1838.1748261474272,5363.089999999999,0.2020265845209127,708.3723550048596,False,unresolved,frozen_rule_based_v2,True,none,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,0,,,,,False,1436,0.03440695215288178,False,1376,-0.0013988580339278451,False,1432,-0.0033705369847594675,False,1372,-0.0041247435646064225,False,1432,-0.003415594832115958,False
2020-01-05,Production,1438,,649.2018250638264,360.87955493741305,2222.579999999999,0.46801112656467314,,,False,1438,2,0.9986111111111111,-1440,1440,60,no_eligible_finite_variance_candidate,,,,,,,,,,,unresolved,frozen_rule_based_v2,True,none,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,0,,,,,False,1436,,False,1376,,False,1432,,False,1369,,False,1429,,False
2020-01-05,Consumption,1438,0.007510700879142245,2222.5820879440007,1769.8454798331013,3397.8379999999997,0.0,0.0046342847746887374,651.2161350048954,False,1438,2,0.9986111111111111,-1440,1440,60,ok,-320,False,1438,0.14198271340603963,2234.174628406557,1743.1306675938806,5134.247999999999,0.12611011161572996,630.1610258292883,False,unresolved,frozen_rule_based_v2,True,none,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,0,,,,,False,1436,0.00804855001830547,False,1376,0.04040699399246016,False,1432,0.036955987403854654,False,1369,-0.004593580992579463,False,1429,-0.00503242324209791,False
